,Core,Atag,R1,Btag,R2,pIC50
1979,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
1980,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.6
1981,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B32,c1cnc2c([*:2])cccc2c1,3.9
1982,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B33,OCc1cccc([*:2])c1,6.9
1983,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],4.2
1984,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.4
1985,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
1986,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
1987,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B38,N#Cc1cccc([*:2])c1,5.7
1988,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B39,CC(=O)c1ccccc1[*:2],Inactive
1989,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
1990,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,Not Made
1991,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.9
1992,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6.6
1993,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B44,Cc1cc(F)ccc1[*:2],4.9
1994,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
1995,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B46,COc1cccc([*:2])c1F,4.8
1996,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,Not Made
1997,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B48,Cc1ccc([*:2])cc1F,6.9
1998,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],Not Made
1999,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A40,O=C(NCCC[*:1])c1cnccn1.[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
2000,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B01,c1ccc([*:2])cc1,6.7
2001,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,7.5
2002,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.7
2003,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,7.1
2004,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.1
2005,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.2
2006,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,Not Assayed
2007,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,5
2008,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Inactive
2009,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.8
2010,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,6.7
2011,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,6.6
2012,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B13,COc1ccccc1[*:2],3.9
2013,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B14,Clc1ccccc1[*:2],4.6
2014,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B15,Fc1ccccc1[*:2],5.8
2015,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],Inactive
2016,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,7.1
2017,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.1
2018,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.3
2019,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,7.2
2020,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,4
2021,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
2022,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,7.1
2023,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,5.1
2024,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.3
2025,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4
2026,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,7.3
2027,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.6
2028,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,5.1
2029,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
2030,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.6
2031,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,Inactive
2032,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,7.1
2033,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive
2034,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.9
2035,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
2036,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
2037,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,5.7
2038,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],3.9
2039,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
2040,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,7.2
2041,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.9
2042,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6.8
2043,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],5.9
2044,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
2045,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,4.8
2046,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,5.3
2047,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,7
2048,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.5
2049,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A41,CC(C)NC(=O)CC[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
2050,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B01,c1ccc([*:2])cc1,6
2051,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,6.8
2052,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.2
2053,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,6.9
2054,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4
2055,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,4.9
2056,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,7.1
2057,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,4.6
2058,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Not Made
2059,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.4
2060,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,5.9
2061,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,5.9
2062,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B13,COc1ccccc1[*:2],Inactive
2063,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B14,Clc1ccccc1[*:2],4.2
2064,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B15,Fc1ccccc1[*:2],5.6
2065,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],Inactive
2066,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6.4
2067,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.2
2068,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7
2069,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.8
2070,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,4.4
2071,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
2072,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.3
2073,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,4.7
2074,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.1
2075,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
2076,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,6.7
2077,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.1
2078,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,5.1
2079,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,5.9
2080,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.6
2081,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,4.5
2082,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,6.6
2083,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive
2084,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.9
2085,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Not Assayed
2086,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
2087,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,5.1
2088,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],4.1
2089,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,5
2090,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,6.6
2091,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,4.8
2092,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6
2093,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],4.6
2094,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
2095,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,4.8
2096,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,4.9
2097,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,6.3
2098,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.2
2099,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A42,C1CC1C[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
2100,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B01,c1ccc([*:2])cc1,6.1
2101,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B02,Brc1ccc([*:2])cc1,6.4
2102,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.4
2103,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B04,Cc1ccc([*:2])cc1,6.5
2104,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.9
2105,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5
2106,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B07,CSc1ccc([*:2])cc1,6.6
2107,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B08,FC(F)(F)c1cccc([*:2])c1,4.8
2108,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B09,O=[N+]([O-])c1ccccc1[*:2],4.1
2109,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.3
2110,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B11,CC(=O)Nc1cccc([*:2])c1,5.9
2111,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B12,Fc1cccc([*:2])c1,5.9
2112,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B13,COc1ccccc1[*:2],4.5
2113,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B14,Clc1ccccc1[*:2],4.8
2114,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B15,Fc1ccccc1[*:2],5.7
2115,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B16,CCOc1ccccc1[*:2],4.5
2116,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B17,OCc1ccc([*:2])cc1,6.1
2117,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B18,CCCc1ccc([*:2])cc1,6.6
2118,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B19,CCc1ccc([*:2])cc1,6.6
2119,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.3
2120,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B21,c1ccc(Oc2ccccc2[*:2])cc1,4.8
2121,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B22,Cc1cccc(C)c1[*:2],4.8
2122,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B23,c1cc2c(cc1[*:2])OCO2,6.1
2123,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B24,COc1ccc([*:2])c(OC)c1,4.9
2124,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B25,FC(F)(F)Oc1ccc([*:2])cc1,6.9
2125,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
2126,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B27,CC(=O)c1ccc([*:2])cc1,Not Made
2127,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B28,Clc1cccc([*:2])c1Cl,4.7
2128,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A43,[H][*:1].c1ccc(SC[*:1])cc1,B29,O=C(O)/C=C/c1cccc([*:2])c1,4.7
